source_record_id,name,lb_ft3,g_cm3
1337,Shredded Olar Chips,15.0,0.24
1338,Sika Grout,220.0,3.52
1339,Silcon Carbide,45.0,0.72
1340,Silcon Metal,40.0,0.64
1341,Silica,15.0,0.24
1342,Silica Flour,300.0,4.81
1343,Silica Gel,140.0,2.24
1344,Silica Microballoons,18.4,0.29
1345,Silica Sand,46.0,0.74
1346,Silica Smoke,55.0,0.88
1347,"Silica, Fumed (Degussa Aerosil R972)",52.0,0.83
1348,Silicate Powder,31.5,0.5
1349,Silicates,48.0,0.77
1350,Silico Aluminates Mix,52.0,0.83
1351,Silicon Carbide,45.0,0.72
1352,Silicon Dioxide,13.6,0.22
1353,Silicon Dioxide Amorphnos,32.0,0.51
1354,Silicon Metal,33.8,0.54
1355,Silicone Powder,37.5,0.6
1356,Siliconized Monoammonium Hoshate,41.0,0.66
1357,Skim Milk,54.0,0.86
1358,Sliced Almonds,50.0,0.8
1359,Slimicide,50.0,0.8
1360,Sludge,43.5,0.7
1361,Sludge From A Rotary Filter,54.0,0.86
1362,Snowflake Crystals,51.5,0.82
1363,Snuff,64.0,1.03
1364,Soap Flakes,40.0,0.64
1365,Soap Noodles,35.0,0.560646
1366,Soap Powder,34.0,0.54463
1367,Soda Ash (Sodium Carbonate),26.0,0.42
1368,Sodasorb,35.0,0.560646
1369,Sodiium Tripolyphosphate,23.0,0.37
1370,Sodim Ercarbonate,40.0,0.64
1371,Sodium Alumino Silcate,24.8,0.4
1372,Sodium Benzoate,23.0,0.37
1373,Sodium Bicarbinate,31.5,0.5
1374,Sodium Bisulfate,65.6,1.05
1375,Sodium Bromide Biocide,45.0,0.72
1376,Sodium Carbonate,27.0,0.43
1377,Sodium Caseinate,11.0,0.18
1378,Sodium Chloride,30.0,0.48
1379,Sodium Chloride ( Salt),28.0,0.45
1380,Sodium Chloride (Pink Salt),69.6,1.11
1381,"Sodium Chloride, De-Icer",40.0,0.64
1382,Sodium Citrate,33.0,0.53
1383,Sodium Citrate (Citric Acid),40.0,0.64
1384,Sodium Cmc (Sodium Carboxymethyl Cellulose,71.3,1.14
1385,Sodium Cyclamate,45.0,0.72
1386,Sodium Ercarbonate,52.8,0.85
1387,Sodium Hexametaphosphate,36.0,0.58
1388,Sodium Lasalocid,60.0,0.96
1389,Sodium Lasalocid (Animal Antibiotic),43.5,0.7
1390,Sodium Metabisulfate,24.0,0.38
1391,Sodium Metabisulfite,51.0,0.82
1392,Sodium Monochloroacetate,59.0,0.95
1393,Sodium Nitrite,27.2,0.44
1394,Sodium Novobiocin,36.0,0.58
1395,Sodium Phophate Monobasic,40.0,0.64
1396,Sodium Phosphate Diabasic,40.0,0.64
1397,Sodium Silicate,36.0,0.58
1398,Sodium Silico,35.0,0.560646
1399,Sodium Solico Aluminate,24.0,0.38
1402,Sodium Stearoyl,49.6,0.79
1403,Sodium Sulfamethazine,31.0,0.5
1404,Sodium Sulfate,34.0,0.54463
1405,Sodium Sulphate Salt,26.5,0.42
1406,"Sodium Sulphate, Anhydrous",30.0,0.48
1407,Sodium Teraborate Pentahydrate,42.0,0.67
1408,Sodium Thiosulfate,42.0,0.67
1409,Sodium Thiosylfate (Hypo),44.0,0.7
1410,Sodium Trichloroyridino,41.6,0.67
1411,Sodium Trimetaphosphate,44.0,0.7
1412,Sodium Trioly Hoshate,19.2,0.31
1413,Sodium Tripoly Phosphate,38.0,0.61
1414,"Sodium, Perborate Tetrahydrate",35.0,0.560646
1415,Softener Fines,44.0,0.7
1416,Soldium Lasalocid (Animal Antibiotic),6.4,0.1
1417,Solid Epoxy,33.0,0.53
1418,Solid Plastic Resin,20.0,0.320369
1419,Solid Resin Flakes,42.0,0.67
1420,Sorbacal,55.0,0.88
1421,Sorbitol (Powder),45.0,0.72
1422,Soup Base,35.0,0.560646
1423,Soup Mix 13 Bean,120.0,1.92
1424,Soup Mix With Noodles,120.0,1.92
1425,"Soup Mix, Potato",32.0,0.51
1426,Sour Cream Powder,42.0,0.67
1427,Soy Bean Hulls (Chopped),39.0,0.62
1428,Soy Bean Mill,22.0,0.35
1429,Soy Flour Chunk,10.0,0.16
1432,Soy Oil Beads (Prills),45.0,0.72
1433,Soy Protein With Lecithin,38.4,0.62
1434,Soya Flour,31.0,0.5
1435,Soyisolate (Soy Powder),48.0,0.77
1436,Spaghetti,46.0,0.74
1437,Spandex (Polyurethane),43.2,0.688794
1438,Spanish Flavorings Seasonings,22.4,0.36
1439,Spectinomycin Sulfate,62.0,0.99
1440,Spent Clay,39.5,0.63
1441,Spent Coffee Grounds,58.0,0.93
1442,Spent Grain,40.0,0.64
1443,Sponge Iron,99.2,1.59
1444,Spray Dried Clay Powder,27.2,0.44
1445,Sprayable Concrete Mix,36.6,0.59
1446,Stainless Steel Shot,42.6,0.68
1448,Starch (Pregelatnized),46.4,0.74
1449,Starch (Stadex),38.0,0.61
1450,"Starch, Cabosil, Ibuprofen",33.6,0.54
1451,"Starch, Gluten, Germ, Fiber Mixture",24.0,0.38
1452,"Starch, Modified Industrial",47.2,0.76
1453,"Starch, Moulding",44.8,0.72
1454,"Starch, Potato",40.0,0.64
1455,"Starch, Wheat",45.0,0.72
1456,Steamed Bone Meal,17.6,0.28
1457,"Steatite (85% Talc, 5% Kaolin, 10% Feldsar)",30.6,0.49
1458,"Steel Fibers, Chopped",32.8,0.53
1459,"Steel Shot, 3/8""",46.0,0.74
1460,Steel Wool,14.4,0.23
1462,Steric Acid,72.0,1.15
1463,Stigmasterol (Steroid),60.8,0.97
1464,"Stone Aggregate 3/16""",33.6,0.54
1465,Stones,22.4,0.36
1466,Strawberry Protein Powder,51.0,0.82
1467,Strawberry Sprinkles,65.6,1.05
1468,Styrene,30.4,0.49
1469,Styrene Acrylic Polymer,35.0,0.560646
1470,Styrene Maleic Anhydride Resin,58.0,0.93
1471,Sudafed,39.0,0.62
1472,Sugar,49.6,0.79
1473,Sugar Beet Pulp,24.0,0.38
1474,Sugar Blend,29.0,0.46
1475,"Sugar, Granulated",43.0,0.688794
1476,"Sugar, Light Brown",34.5,0.55
1477,"Sugar, Powdered",35.5,0.57
1478,"Sugar, White",76.8,1.23
1479,Sugar / Salt / Frotex Mixture,61.0,0.98
1480,Sugar / Sorbitol / Phosphate Mixture,3.2,0.05
1481,Sugar-Gelatin Mix (92%-8%),21.6,0.35
1482,Sulfanilic Acid,48.0,0.77
1483,Sulfasan,20.0,0.320369
1484,Sulfonic Acid,41.6,0.67
1485,Sulfur,40.6,0.65
1486,Sulfur Granulars,28.8,0.46
1487,Sulfur Powder,152.0,2.43
1488,Sulphur / Rubber Makers,50.0,0.8
1489,Sumed Silica,27.0,0.43
1490,Sumikathene G201,35.2,0.560646
1491,Sunflour Seeds,44.8,0.72
1492,"Sunflower Seeds, Salted & Roasted",28.0,0.45
1493,Super White Cleanser,35.2,0.560646
1494,Surlyn,32.4,0.52
1496,Sweet Cake,19.2,0.31
1497,Synthetic Amorhous Silicas Gels,35.2,0.560646
1498,Synthetic Calcium Silcate,43.2,0.688794
1499,Synthetic Gysum (Bucket),33.6,0.54
1500,Synthetic Iron Oxide,38.4,0.62
1501,Synthetic Plastic Pellets,38.4,0.62
1502,Synthetic Rubber,39.2,0.63
1503,Tabacco Dust,43.2,0.688794
1504,Tabular Alumia,43.2,0.688794
1505,Taco Seasoning,32.5,0.52
1506,Talc,16.0,0.26
1507,Talc & Nitohard Batch Mix,32.0,0.51
1508,Talc Powder,39.2,0.63
1509,"Talc, Hydrous Magnesium Silicate",29.6,0.47
1510,"Talc, Magnesium Silicate",39.0,0.62
1511,Talcum Powder,46.4,0.74
1512,Tang Premix,45.6,0.73
1513,Tangy Ranch Powder,6.4,0.1
1514,Tapioca Starch (Binosol),45.0,0.72
1515,Tartrazine Lake,42.0,0.67
1516,Tasmar,39.0,0.62
1517,Taurine,46.4,0.74
1518,Tea,40.0,0.64
1519,Tech Entaerythritol,43.2,0.688794
1520,Techolymer Exm,32.0,0.51
1521,Teflon Powder,31.5,0.5
1522,"Terephtahlic Acid, Purified",37.0,0.59
1523,Terphthalic Acid,54.4,0.87
1524,Textured Vegtable Protein,20.8,0.33
1525,Theic - Isocyanurate,89.6,1.44
1526,Themoplastic Polymer,30.4,0.49
1527,Theraffin Wax,35.2,0.560646
1528,Thermbond,11.2,0.18
1529,Thermo Polyurethane,32.8,0.53
1530,Thermoplastic Polyolefin,28.0,0.45
1531,Thermoplastic Polyurethane,40.0,0.64
1532,Thermoplastic Rubber,43.2,0.688794
1533,Tigercrete,43.0,0.688794
1534,Tile Compound,22.4,0.36
1535,Tin Flour,25.6,0.41
1536,Tisand Rutile,78.4,1.26
1537,Titanium Dioxide,22.4,0.36
1538,Titanium Dioxide Titanox 2020,40.0,0.64
1539,"Titanium Dioxide, Diatomaceous Earth Mixture",13.7,0.22
1540,Toasted Orzo,30.1,0.48
1541,Toatsted Coconut / Cornflake Crumb,38.4,0.62
1542,Tobacco,20.0,0.320369
1543,Tobacco Dust,40.8,0.65
1544,Tobacco Products,54.8,0.88
1545,Tobacoo,42.4,0.68
1546,Toner,39.0,0.62
1547,Tricalcium Phosphate,26.0,0.42
1548,Trisodium Citrate,31.0,0.5
1549,Trisodium Citrate Dihydrate,4.0,0.06
1550,Tromethamine,46.4,0.74
1551,Tubettini (Macaroni),34.4,0.55
1552,Tungsten Oxide,100.8,1.61
1553,Turf Builder -Oasis Bulk,102.4,1.64
1554,"Turmeric, Paprika, Clove Mix",28.0,0.45
1555,"Turmeric, Whole Alleppy",28.0,0.45
1556,Ulverized Vinsol Resin,14.4,0.23
1557,Umber Iron Oxide,38.4,0.62
1558,Unimin Silica,15.2,0.24
1559,Unitane (Cyanimid),52.0,0.83
1560,Untreated Thermal Silica,58.4,0.94
1561,Urea,53.5,0.86
1562,Urea Formaldehyde,34.0,0.54463
1563,Urea Granular,68.0,1.09
1564,Urea Industrial (46% Nitrogen),56.8,0.91
1565,"Urea, Fertilizer",54.0,0.86
1566,"Urea, Gertilizer (Van Waters & Rogers)",80.0,1.28
1567,Urethane And Salt Mix,42.0,0.67
1568,Vagisil Powder,46.0,0.74
1569,Vanadium Trioxide,70.0,1.12
1570,Vanilla,40.0,0.64
1571,Vanilla Beans Exhausted Wet,12.0,0.19
1572,Vanilla Deryrated Marshmallows,12.0,0.19
1573,Vanilla Frosting Bakery Mix,15.2,0.24
1574,Vanillin,45.0,0.72
1575,Vegetable Powder,56.8,0.91
1576,Vermiculite (Magnesiuam Aluminosilicate),38.0,0.61
1577,"Vermiculite, Steel Wool, Graphite Mixture",28.0,0.45
1578,Versaro Fired Bavxite,70.0,1.12
1579,Vinyl Powder,15.8,0.25
1580,Vinyl Resin,35.0,0.560646
1581,Virgin Aer And Mouse Food,40.8,0.65
1582,Vitacel,18.4,0.29
1583,Vitasul Fertilizer Grade (Cured),13.6,0.22
1584,Vitreous Fiber,10.4,0.17
1585,Vrllulose Acatate-Butyrate,52.0,0.83
1586,Vulcanizate Rubber (Powder),24.8,0.4
1587,Wallpaper Adhesive,316.0,5.06
1588,Wasabi Powder,80.0,1.28
1589,Washed Natural Sesame Seeds,100.0,1.6
1592,"Water Softener Salt Pettets, 99.6% Pure Salt",28.0,0.45
1593,Wax Beads,29.6,0.47
1594,Wax Compound,38.0,0.61
1595,Wax Granular,40.0,0.64
1596,Wax Pearls,31.4,0.5
1597,Welding Exhaust Dust,47.8,0.77
1598,Western Bentonite 200,26.4,0.42
1599,Wet Cellulose,114.4,1.83
1600,Wet Corn,66.4,1.06
1601,Wet Distillers Grain,16.8,0.27
1602,Wet Gravel,48.8,0.78
1603,Wheat Bran Fiber,39.0,0.62
1604,Wheat Germ,30.0,0.48
1605,Wheat Germ Epllets/Granules Mix,56.8,0.91
1606,Wheat Germ Granuals (Defatted),58.4,0.94
1607,Wheat Germ Pellets,43.0,0.688794
1608,Wheat Germ Pellets/Granules Mix,37.6,0.6
1609,Wheat Gluten,50.9,0.82
1610,Wheat Paste,29.0,0.46
1611,Wheat Roll,58.4,0.94
1612,Wheat Starch,43.0,0.688794
1613,Wheatfield,8.0,0.13
1614,Whey (Hygroscopic),25.0,0.4
1615,Whey (Protein) Powder,42.8,0.68
1616,Whey Feed Supplement,32.8,0.53
1617,Whey Powder,28.5,0.46
1618,Whey Protein,26.0,0.42
1619,Whey Protein Concentrate,48.0,0.77
1620,"Whey, Lo-Lac Reduced Lactose",45.6,0.73
1621,"Whey, Pellets",50.0,0.8
1622,White Basmati Rice,12.0,0.19
1623,White Cheddar Cheese Powder,48.0,0.77
1624,White Flakes,34.0,0.54463
1625,White Hulled Sesame Seeds,8.0,0.13
1626,White Pepper,20.0,0.320369
1627,White Plastic,84.0,1.35
1628,White Powder,11.2,0.18
1629,White Powder Resin,10.4,0.17
1630,Whole Dry Halbenero Chili,42.4,0.68
1631,Whole Graham,8.0,0.13
1632,Whole Milk (Powder),39.2,0.63
1633,Whole Oat,8.8,0.14
1634,Whole Red Beans (Dehydrated),20.0,0.320369
1635,Whole Walnuts,40.0,0.64
1636,Wild Rice,60.0,0.96
1637,Wild Rice Pancake Base,32.8,0.53
1638,Wire Nuts,33.0,0.53
1639,Wollastocoat,52.8,0.85
1640,Wollastonite (Calcium Oxide),58.0,0.93
1641,Wollastonite (Calcium Silicate),44.8,0.72
1642,Wood Ash,58.4,0.94
1643,Wood Chips,32.0,0.51
1644,Wood Dust,34.4,0.55
1645,Wood Fiber,40.0,0.64
1646,Wood Fiber Black Laquor,36.0,0.58
1647,Wood Flakes With Resin Owder,43.8,0.7
1648,Wood Flour,36.0,0.58
1649,Wood Flour And Asbestos,55.2,0.88
1650,Wood Pellets,34.4,0.55
1651,Wood Slivers,45.6,0.73
1652,Wood Ul & Sodium Hydroxide-Calkali Cellulose,40.8,0.65
1653,Wool Dust,33.4,0.54
1654,Xanthan,44.0,0.7
1655,Xanthum Gum,43.0,0.688794
1656,Xenolite,40.8,0.65
1657,Yeast,40.8,0.65
1658,Yellotone Sulfur,40.0,0.64
1659,Yellow Bread Crumbs,16.8,0.27
1660,Yellow Cake,112.0,1.79
1661,Yellow Dye,45.0,0.72
1662,Yellow Igment (Dry Ress Cake),48.8,0.78
1663,Yellow Igment (Wet),26.4,0.42
1664,Yellow Paint Pigment,66.4,1.06
1665,Yellow Pigment,43.5,0.7
1666,Yellow Plastic Regrind,32.0,0.51
1667,Yrolyzed Tire Char,48.4,0.78
1668,Yuca (Cassaba) Mass,13.6,0.22
1669,Yucca Powder,50.4,0.81
1670,Zeolox,35.0,0.560646
1671,Zinc Calcine,64.0,1.03
1672,Zinc Diacrylate,20.0,0.320369
1673,Zinc Dust,44.0,0.7
1674,Zinc Methionine,44.5,0.71
1675,Zinc Oxide,39.0,0.62
1676,Zinc Oxide / Lead Oxide,56.8,0.91
1677,"Zinc Oxide, H 55 Resin",136.8,2.19
1678,Zinc Oxidic (Granules),42.4,0.68
1679,Zinc Skims,36.0,0.58
1680,Zinc Stearate,29.6,0.47
1681,Zinc-Gor Maxi Granular,48.8,0.78
1682,Zinc-Gor Owder,6.8,0.11
1683,Zinconium Dioxide,60.0,0.96
1684,Zircon,32.0,0.51
1685,Zircon Flour,26.5,0.42
1686,Zircumium Basic Carbonate,7.2,0.12
